,masterid,mastermag,egfid,egfmag,station_number,fcmaster
346,38469119,3.24,38469695,2.16,1,2.712073796994181
347,38472895,3.24,38470103,2.7,4,2.842406505090897
348,38472895,3.24,38565927,2.38,6,3.802640819966764
349,38472895,3.24,38583967,2.1,4,2.736084948596396
350,37420701,3.23,37240492,2.15,1,0.8005717508088055
351,38445295,3.23,38443887,2.29,14,19.362724783593702
352,38448631,3.23,38443839,2.49,13,2.702692172014528
353,38448631,3.23,38457447,2.22,7,3.9175797531645795
354,37222140,3.23,38459431,2.39,3,47.48172420118353
355,37224788,3.23,38482663,2.62,5,2.923739070284963
356,38460279,3.23,38471567,2.48,6,32.878851430637916
357,38460279,3.23,38459775,2.3,6,11.825940344200484
358,38460279,3.23,37236956,2.24,2,28.623441810756404
359,38463807,3.23,38460871,2.48,1,5.748692386637877
360,38463807,3.23,38487535,2.42,7,7.775103727346176
361,38463807,3.23,38510327,2.36,5,4.071158074077337
362,38463807,3.23,37235676,2.24,1,9.07980326766303
363,38463807,3.23,38561599,2.08,5,9.549062718071156
364,38467423,3.23,37227332,2.64,1,2.517767625213393
365,38467423,3.23,38459879,2.31,4,5.350783705021909
366,38467423,3.23,37229164,2.27,1,5.335577679374947
367,38467423,3.23,38459623,2.24,2,4.821718124311833
368,38467423,3.23,38508511,2.2,7,8.699460373491215
369,38467423,3.23,37231764,2.19,2,5.872739299209137
370,38467423,3.23,38463583,2.16,5,4.552212357052097
371,38467423,3.23,38461847,2.13,6,8.452565512171903
372,37421973,3.22,38446799,2.43,1,1.3006498239069024
373,38443239,3.22,38444439,2.09,12,5.516990272457589
374,38443751,3.22,38444119,2.63,3,10.104635356245824
375,38448487,3.22,37232492,2.19,4,26.350072869068164
376,38448487,3.22,38453687,2.04,13,23.886912995028297
377,38448487,3.22,38549135,2.02,5,9.30180045416231
378,37224796,3.22,38482615,2.53,1,17.895921625516348
379,38461159,3.22,38459431,2.39,8,8.099473972848699
380,38461159,3.22,38464495,2.24,4,9.99185539825585
381,38462687,3.22,38489543,2.54,2,18.880801229571194
382,38462687,3.22,38482655,2.31,7,10.233978157274432
383,38463439,3.22,38459303,2.71,8,4.99050698669033
384,38463439,3.22,37229156,2.7,4,4.6866488041972945
385,38463439,3.22,38460247,2.7,2,5.672050355677614
386,38463439,3.22,38496647,2.69,7,6.6785311169441455
387,38463439,3.22,38461055,2.57,2,8.276035918300071
388,38463439,3.22,38462295,2.57,5,4.617947839158094
389,38463439,3.22,37232420,2.55,1,7.448281838995242
390,38463439,3.22,38458231,2.52,1,9.98330658142253
391,38463439,3.22,38462183,2.46,3,6.530649215172021
392,38463439,3.22,38467967,2.38,5,6.917781591195784
393,38463439,3.22,38461247,2.23,1,2.552673740198672
394,38463439,3.22,37231764,2.19,2,9.822833819302993
395,38463439,3.22,38462455,2.18,2,4.304894881799435
396,38463439,3.22,37228612,2.12,2,10.671479771484481
397,38463439,3.22,38468639,2.11,4,7.801057381789726
398,38473983,3.22,38480527,2.15,3,4.5196432091329415
399,38475551,3.22,38477063,2.58,2,6.073622672522904
400,38475551,3.22,38475559,2.32,1,38.943977419825686
401,38518087,3.22,38565135,2.25,5,19.574321307460327
402,38561855,3.22,38488815,2.55,6,10.579020180658407
403,37421933,3.21,38455487,2.57,3,8.777693235899525
404,37421933,3.21,38448007,2.27,2,22.15804570953926
405,37421933,3.21,37234548,2.14,2,11.901801968460399
406,38446391,3.21,38443991,2.67,4,4.297864083573812
407,38446391,3.21,38444535,2.26,4,3.469043058107412
408,38446391,3.21,37232388,2.22,1,10.648948005319044
409,37427557,3.21,37228612,2.12,1,8.576594619133864
410,38458783,3.21,38566367,2.1,7,24.897266547592686
411,37235380,3.21,37235468,2.44,3,8.975651260750958
412,38486063,3.21,38464327,2.64,3,10.237005145021191
413,38486063,3.21,38462367,2.31,4,7.16237278610464
414,38486063,3.21,38459687,2.1,2,16.92991457639812
415,38486063,3.21,38486239,2.05,3,31.388452346031926
416,38486063,3.21,38486351,2.02,7,6.820184264889837
417,37421965,3.2,38449735,2.11,9,2.2793363984881903
418,38447999,3.2,38448231,2.39,19,17.699060756586483
419,37221148,3.2,38502751,2.61,3,1.3861844208268372
420,37221148,3.2,38579079,2.14,1,1.5740479377885723
421,38458167,3.2,38462055,2.56,1,4.183204788279281
422,38460991,3.2,38466255,2.49,6,4.491412892636672
423,38460991,3.2,38527351,2.36,3,11.219394422781981
424,38460991,3.2,38462543,2.19,5,16.902766974459226
425,38460991,3.2,38467703,2.18,5,12.905604246944906
426,38460991,3.2,38471375,2.17,5,7.3010370096720365
427,38460991,3.2,38473959,2.01,4,14.37454949515725
428,38461423,3.2,38556887,2.64,6,10.938119184140934
429,38463375,3.2,38474911,2.37,2,4.379918530580311
430,38463375,3.2,38553015,2.02,3,5.625975803705818
431,38480975,3.2,38463967,2.55,2,7.333225021570701
432,38493743,3.2,38459023,2.51,7,17.98094365283816
433,38519287,3.2,38534031,2.28,5,8.335715658664862
434,38450511,3.19,38502311,2.48,3,7.901041589260559
435,38450511,3.19,38451535,2.02,10,9.773855027888457
436,38450511,3.19,38520959,2.01,4,7.864581775083098
437,37228292,3.19,38471815,2.14,3,7.769795611438755
438,38461607,3.19,37229164,2.27,1,5.467955506552089
439,38461607,3.19,38460351,2.25,1,27.199546220487807
440,38461607,3.19,38459623,2.24,2,3.599087665884022
441,38461607,3.19,37231764,2.19,2,5.776687929448695
442,38465087,3.19,38482743,2.21,9,7.26873590267754
443,38465087,3.19,38467327,2.07,3,6.066831583045586
444,38465087,3.19,38465055,2.05,6,7.219093736117789
445,38465087,3.19,38477399,2.05,3,9.054244793655267
446,38479143,3.19,38464311,2.56,6,4.828724362110597
447,38479143,3.19,38558751,2.37,8,21.672983690533083
448,38479143,3.19,38491959,2.27,9,7.166965146725164
449,38479143,3.19,38582751,2.04,9,6.426636462288722
450,38483383,3.19,38480119,2.57,7,6.254700328594359
451,38483383,3.19,38483551,2.03,3,4.51547117837219
452,38553919,3.19,38453463,2.05,9,12.922295504783593
453,38473063,3.18,38460839,2.56,6,2.586355885345694
454,38473063,3.18,38471663,2.24,2,9.01900365889926
455,38473063,3.18,38471671,2.23,6,4.183784170615711
456,38457951,3.17,38479751,2.08,1,18.2900911075317
457,37226852,3.17,37233556,2.38,1,4.593581779651932
458,38463903,3.17,38552607,2.33,6,8.260335599584932
459,38497719,3.17,38458855,2.58,7,23.30695089267615
460,38576223,3.17,37232468,2.06,2,11.842430786182856
461,37222164,3.16,38464119,2.31,1,10.311198253013064
462,37222164,3.16,38462359,2.12,1,13.195354633972816
463,37226964,3.16,37233676,2.31,2,1.4160529345394732
464,37226964,3.16,38466935,2.24,1,13.976915611111766
465,38458407,3.16,38462295,2.57,2,2.8547012988486524
466,38458407,3.16,37232420,2.55,1,4.780816516171228
467,38458407,3.16,38458231,2.52,1,5.721864365000328
468,38458407,3.16,38462631,2.47,1,6.817730113507167
469,38458407,3.16,38462183,2.46,1,5.30699070340523
470,38458407,3.16,38467967,2.38,1,1.9056481627915398
471,38458407,3.16,38461615,2.25,2,5.030091145642988
472,38458407,3.16,38462455,2.18,1,3.801293646014386
473,38458407,3.16,38466567,2.15,1,1.8673855686477034
474,38458407,3.16,37228612,2.12,1,8.11356574273859
475,38458407,3.16,38468639,2.11,2,4.921976624738427
476,38458407,3.16,38469863,2.11,2,4.733926765587449
477,38444791,3.15,38483311,2.47,5,9.662016253006506
478,38457975,3.15,38467927,2.5,5,2.0563037284942034
479,38457975,3.15,38481503,2.44,7,3.5289801745648597
480,38457975,3.15,37427565,2.38,1,20.085959740753967
481,38475007,3.15,38463407,2.21,3,6.609389092228208
482,38475007,3.15,38484967,2.16,1,5.449418560292042
483,38475007,3.15,38467439,2.09,1,11.72344198800899
484,38477319,3.15,38482527,2.03,4,19.30021509658612
485,38483983,3.15,38444783,2.65,19,40.32151860840506
486,38492831,3.15,38570351,2.5,7,6.792424713047535
487,38492831,3.15,38588999,2.24,6,5.324056508372695
488,38492831,3.15,38492375,2.19,4,8.633541148250542
489,38541847,3.15,37237428,2.55,3,30.94244372468241
490,38541847,3.15,38489255,2.44,8,13.06383012337903
491,38447391,3.14,37234036,2.11,4,1.971927398229704
492,37227220,3.14,38466423,2.4,3,2.2555645987850412
493,37227220,3.14,38563887,2.32,4,11.555432728563142
494,38523935,3.14,38514551,2.04,4,7.452387382967871
495,38548311,3.14,38548711,2.1,1,1.2573078093032275
496,38443519,3.13,37233108,2.58,9,11.3221100078164
497,38443519,3.13,38444079,2.48,12,6.660319489047867
498,38443519,3.13,37231724,2.41,9,6.7129891853928845
499,38443519,3.13,38445351,2.22,2,2.4656239587176083
500,38443519,3.13,38444127,2.01,5,11.021905968784365
501,37221876,3.13,37236068,2.52,1,0.9069447707533871
502,37221876,3.13,38485863,2.17,4,2.4098361949415716
503,37227348,3.13,37229316,2.05,1,16.99191718420876
504,37229172,3.13,38476575,2.04,1,29.027907139644306
505,38460895,3.13,38529919,2.26,2,6.038423187238297
506,38468063,3.13,38471983,2.39,5,5.946427292989597
507,38483215,3.13,38466255,2.49,6,5.6263720970346265
508,38483215,3.13,38469167,2.37,7,26.87944895151881
509,38483215,3.13,38527351,2.36,4,6.3917934304771284
510,38483215,3.13,38467703,2.18,5,20.684468845891764
511,38483215,3.13,38471375,2.17,6,5.389632597572761
512,38483215,3.13,38473959,2.01,4,7.649444941137422
513,38577303,3.13,38502751,2.61,9,7.141722420079152
514,38577303,3.13,38578311,2.55,10,4.707076599319472
515,38577303,3.13,38574823,2.45,13,7.96496936705208
516,38577303,3.13,38562951,2.2,3,8.418063667701771
517,38460375,3.12,38472199,2.13,4,8.807887841004893
518,38460375,3.12,38493415,2.08,5,3.077911313487913
519,38464447,3.12,38501087,2.3,3,37.217982592135556
520,38471927,3.12,37237428,2.55,4,14.788249038231271
521,38506343,3.12,38556839,2.17,5,4.435700853410974
522,38534407,3.12,38464431,2.21,2,2.2153910663611045
523,37222548,3.11,38454007,2.6,3,5.849062378986103
524,37222572,3.11,38447199,2.08,1,3.47430031763422
525,38446343,3.11,38444711,2.21,10,7.161302063929106
526,37427421,3.11,38478503,2.52,3,8.420601946660968
527,37427421,3.11,38472639,2.3,1,6.843963692040604
528,37427421,3.11,38472199,2.13,2,21.484486947123806
529,38499159,3.11,37233028,2.38,9,20.781458816804054
530,38499159,3.11,38554951,2.35,5,11.290093755492196
531,38584855,3.11,38479447,2.39,3,25.717314045091193
532,38586063,3.11,38586343,2.25,12,2.6807965344127367
533,38461719,3.1,38555039,2.43,3,22.230188322638323
534,38461719,3.1,38485175,2.11,1,4.76269353781613
535,38443631,3.09,38443839,2.49,9,15.81027592431541
536,38443631,3.09,38522583,2.02,7,6.359278324847813
537,38444231,3.09,38447383,2.58,16,6.459820843344925
538,38444231,3.09,38447439,2.16,12,6.272765242319758
539,37427093,3.09,38462295,2.57,1,2.474570510854924
540,37427093,3.09,38462183,2.46,1,16.51258854904393
541,37427093,3.09,38466935,2.24,1,7.651099516334449
542,37427093,3.09,37231764,2.19,2,8.875803129985927
543,38459415,3.09,38480119,2.57,5,4.64431316635615
544,38459415,3.09,38487527,2.37,3,4.471943933153236
545,38459415,3.09,38483551,2.03,3,5.009057564224457
546,38459415,3.09,38487591,2.01,3,4.8880422501306535
547,38459647,3.09,38527199,2.37,3,36.041132122454414
548,38459647,3.09,38554119,2.21,4,4.938635973551321
549,38459647,3.09,38559943,2.15,2,11.16035233118973
550,38461383,3.09,38479151,2.39,3,5.132775740454411
551,38539215,3.09,38533423,2.56,13,7.895120497990851
552,38539215,3.09,38514671,2.33,3,1.3800278623229711
553,38539215,3.09,38588303,2.22,4,37.922390010621854
554,38539215,3.09,38536487,2.18,7,38.422080771111766
555,38539215,3.09,38533719,2.05,4,17.859248885092025
556,38539215,3.09,38544943,2.02,5,9.910115688724225
557,38539215,3.09,38532943,2.01,5,3.374782805559093
558,37221388,3.08,38461055,2.57,1,1.520119927515545
559,37221388,3.08,38462295,2.57,4,4.171247640545485
560,37221388,3.08,37232420,2.55,1,24.10556439711255
561,37221388,3.08,38458231,2.52,1,1.9034091001421125
562,37221388,3.08,38462631,2.47,2,1.3887272366587873
563,37221388,3.08,38462183,2.46,3,9.40110396417131
564,37221388,3.08,38467967,2.38,3,8.02201013007793
565,37221388,3.08,38461615,2.25,4,1.049480134340947
566,37221388,3.08,38462455,2.18,1,8.84170084104923
567,37221388,3.08,38468639,2.11,2,2.522249387811236
568,37221388,3.08,38469863,2.11,3,17.158876090329837
569,37221604,3.08,38462631,2.47,1,0.7909278096647138
570,37221604,3.08,38466935,2.24,1,12.503651834672995
571,38458535,3.08,38462935,2.52,5,26.39572928704207
572,38460335,3.08,38474479,2.4,1,3.1620446312193433
573,38460335,3.08,38493951,2.14,1,1.8721562907460594
574,38460335,3.08,37234564,2.11,1,25.007452461769905
575,38460335,3.08,38556943,2.04,1,1.918856221443428
576,38461295,3.08,38579079,2.14,2,10.418810051961879
577,38461295,3.08,38578743,2.09,3,6.819567646280604
578,38580911,3.08,38477607,2.03,5,4.588204331078886
579,37421821,3.08,38459431,2.39,4,10.155833694956907
580,37421821,3.08,38475399,2.18,3,11.31574997902553
581,38443271,3.07,37222684,2.37,2,10.243170743555988
582,38443615,3.07,37232476,2.23,5,39.8647257568066
583,37226900,3.07,38464119,2.31,1,10.83497833647229
584,37226900,3.07,37233004,2.24,1,15.091950499849858
585,37226900,3.07,38462359,2.12,2,10.247145907738917
586,37227044,3.07,38463183,2.27,1,14.298428678937904
587,37227044,3.07,38557919,2.24,2,39.51270297363371
588,38460887,3.07,38466255,2.49,5,2.1924043065213166
589,38460887,3.07,38469167,2.37,6,45.28341960121944
590,38460887,3.07,38462775,2.32,6,2.4048094558047413
591,38460887,3.07,38467703,2.18,5,3.29661885268077
592,38460887,3.07,38471375,2.17,4,4.466121197728874
593,38460887,3.07,38473959,2.01,4,11.800078481731399
594,38466063,3.07,37229516,2.42,2,8.930717182983424
595,38466063,3.07,38576495,2.27,4,4.798220605608962
596,38466983,3.07,37236900,2.21,3,2.706303620309322
597,38458895,3.06,38460167,2.35,2,10.313797565719982
598,38458895,3.06,38465383,2.08,1,4.012219739006298
599,38473967,3.06,38462807,2.44,2,5.934451931040323
600,38473967,3.06,38480439,2.11,5,5.695324112789509
601,38473967,3.06,38460879,2.07,3,5.6203917770211085
602,38474119,3.06,38521775,2.17,7,13.781938887624143
603,38474119,3.06,38480479,2.06,4,10.026758418711992
604,38535183,3.06,38535535,2.53,8,7.702314621598078
605,38535183,3.06,38548351,2.33,6,5.577965629358112
606,38535183,3.06,38553199,2.24,8,6.233741534503732
607,37224612,3.05,37236244,2.18,1,2.46872771718476
608,37224612,3.05,37230540,2.13,2,2.6105311233563793
609,37224612,3.05,37223196,2.11,2,9.274318508849037
610,38459831,3.05,38474911,2.37,2,4.408542442459618
611,38459831,3.05,38553015,2.02,3,6.5733575691974515
612,38463567,3.05,38479439,2.54,6,12.844815711867396
613,38463567,3.05,38463415,2.34,3,4.279847291846765
614,38474159,3.05,38554943,2.49,2,12.90505092738813
615,38474159,3.05,38551903,2.29,2,26.06832979054844
616,38541351,3.05,38587095,2.42,6,5.880179873368876
617,38541351,3.05,38468863,2.37,2,4.332460971126416
618,38558295,3.05,38477575,2.5,4,7.637028556471353
619,38558295,3.05,38476975,2.38,4,2.948812968267178
620,38558295,3.05,38573639,2.26,7,3.8143748958974952
621,38558295,3.05,38466151,2.17,3,5.254974261276264
622,38558295,3.05,38476575,2.04,1,8.935614449425435
623,38583551,3.05,38563167,2.49,15,4.418284492257977
624,38583551,3.05,37236268,2.12,1,3.8160103825123763
625,38583551,3.05,38581279,2.11,10,7.379504325513952
626,38583551,3.05,38580551,2.07,11,4.645226107317734
627,38583551,3.05,38523727,2.03,9,5.127817300201125
628,38583551,3.05,38467215,2.02,2,9.950658569114033
629,38445503,3.04,38453023,2.38,5,17.797872337446314
630,38445503,3.04,38450327,2.06,5,7.49206611126988
631,38445503,3.04,38453415,2.02,6,35.150852602866955
632,38445503,3.04,38450383,2.01,2,31.071207212511197
633,37225412,3.04,38460591,2.54,1,3.033736592218311
634,37225412,3.04,38464567,2.19,1,4.241862465004227
635,37225412,3.04,38563847,2.15,3,3.720711238605316
636,38458415,3.04,38489007,2.43,5,6.942851842525662
637,38458415,3.04,38499207,2.34,4,7.581153153968605
638,38458415,3.04,38466679,2.07,1,38.95615043950703
639,38488975,3.04,38535007,2.39,8,13.196635355287283
640,38489847,3.04,38553671,2.5,2,12.05181159993556
641,38489847,3.04,38450943,2.49,18,6.563728711141527
642,38489847,3.04,38450183,2.34,19,5.1672857877002345
643,38489847,3.04,38452079,2.11,10,3.9606945478499416
644,38588455,3.04,38460847,2.26,5,4.0733401531306415
645,38588455,3.04,38464015,2.23,7,7.728402714798479
646,38588455,3.04,38463999,2.08,3,10.174430546181394
647,38443711,3.03,38444927,2.38,7,3.8889049348089273
648,38450271,3.03,38450447,2.52,1,27.573963534563116
649,38450271,3.03,38454271,2.07,1,1.4446749253452276
650,38458015,3.03,38459223,2.35,5,15.941502121994393
651,38458015,3.03,37236396,2.18,1,3.6696516336168883
652,38458015,3.03,38550887,2.18,9,11.623017636729148
653,38459039,3.03,37231764,2.19,2,1.3211604461412527
654,38460655,3.03,38463319,2.4,1,1.7633694093704375
655,38460655,3.03,38531439,2.13,2,5.883894065903096
656,38460655,3.03,38485223,2.07,2,1.5549046565502065
657,38461639,3.03,38458231,2.52,1,0.5675635482508741
658,38461639,3.03,38462183,2.46,3,9.714376624649251
659,38461639,3.03,38466935,2.24,5,6.152964304693034
660,38461639,3.03,37231764,2.19,2,6.129336792056471
661,38461639,3.03,38462455,2.18,2,3.944272107152306
662,38461639,3.03,37228612,2.12,2,8.484889672847052
663,38514151,3.03,38527919,2.52,4,3.2440602004208765
664,38514151,3.03,38527199,2.37,5,4.349389944039191
665,38514151,3.03,38526831,2.26,6,4.034040552828977
666,38544311,3.03,38552343,2.06,3,6.84389618982615
667,38458735,3.02,38489687,2.18,4,5.83239029839028
668,38459567,3.02,38510327,2.36,4,5.691045106490313
669,38459567,3.02,38497911,2.12,8,14.013443287155594
670,38461431,3.02,38479567,2.05,1,13.660667754660688
671,38466103,3.02,38540431,2.45,2,4.017882915885285
672,38487519,3.02,38543599,2.26,4,6.896141399687339
673,38481167,3.01,37237444,2.44,2,14.206260795940599
674,38481167,3.01,38511359,2.21,9,23.275395640378385
675,38481167,3.01,38470967,2.1,5,13.44304397226247
676,38481167,3.01,38478231,2.07,7,31.900871345181173
677,38497239,3.01,38497183,2.1,3,10.495155346077372
678,38443831,3.0,37230540,2.13,3,14.332667361009275
679,38443831,3.0,37223196,2.11,2,5.811622003485127
680,37221164,3.0,38519031,2.26,2,37.921769031716806
681,37427197,3.0,38591479,2.04,3,9.277092014330483
682,37233956,3.0,37235468,2.44,3,6.538902632692546
683,37233956,3.0,38557727,2.12,2,17.33923623162578
684,38466991,3.0,38466975,2.4,1,3.230424130946137
685,38468151,3.0,38471983,2.39,4,5.863342353846046
686,38468151,3.0,38519031,2.26,5,4.988066429984676
687,38496663,3.0,38487511,2.2,7,11.680835713251701
688,38575455,3.0,38526839,2.32,5,4.3951683788052005
689,38575455,3.0,38497911,2.12,10,5.7758338200626245
690,38589287,3.0,38459431,2.39,8,8.645185689757861
691,38589287,3.0,38475399,2.18,5,11.058604342441472
